,Mycontrast.logFC,Mycontrast.logCPM,Mycontrast.LR,Mycontrast.PValue,Mycontrast.FDR
ABHD12,1.00240862553839,6.16298090335627,91.8332152112922,9.42983313405113e-22,1.59268794969614e-20
ABHD2,1.23887434594078,7.76047833801603,48.3016589169774,3.65442924569329e-12,2.09316440208164e-11
ABHD3,1.12841858195229,4.40209988168117,49.3511984593033,2.14003680387701e-12,1.26305259418083e-11
ABI3BP,-2.44390360921717,6.10664006781234,54.0014831352315,2.00338328930485e-13,1.33400449112672e-12
ABLIM1,-1.57897389401125,8.03722811686206,100.641690015738,1.10223149607744e-23,2.26472518142641e-22
ABLIM3,-1.01668531521764,6.33380819493619,16.5476049989368,4.74438692227775e-05,0.000109866874628791
ACAA2,-1.22445415081727,6.42242570574747,48.3389527166933,3.58558504955725e-12,2.05730545405436e-11
ACACB,-3.26320554364922,7.78102744218688,74.4758862793827,6.13834855647062e-18,6.81573702090942e-17
ACADL,-5.91564882898168,2.70837515824521,81.8514369852303,1.4671022081373e-19,1.94693613959146e-18
ACADS,-1.62203946113962,5.87584973118266,46.7154657371181,8.20786801792695e-12,4.48694517299935e-11
ACAN,2.13060103110056,2.86319552391492,37.4715038709017,9.27583458805615e-10,3.94447240654574e-09
ACO1,-1.78760069622078,7.02970694760727,50.6754004223768,1.08976920504921e-12,6.64592953481468e-12
ACOT4,1.1275107314286,3.57583749792276,32.6655508029933,1.09460141142824e-08,4.12238828003154e-08
ACOX2,1.3928135580225,4.56406306928298,35.9739038936078,1.99977942745379e-09,8.21266825265967e-09
ACSL1,-2.16458713684959,8.752106967156,35.2090873625138,2.96138454181142e-09,1.19205442450517e-08
ACSL4,-1.68527304834234,6.07662657288317,90.0662567753131,2.30316441053736e-21,3.70500509017052e-20
ACSL6,1.72824860690856,1.21028834138525,41.5724319933333,1.13583693121995e-10,5.37596876918635e-10
ACSM3,-1.63887475561157,3.04738618540624,29.8379449981808,4.69708357626467e-08,1.63826624681405e-07
ACSM5,-3.40882095822144,3.83674046836733,59.4426226943669,1.25912224071704e-14,9.70723639818728e-14
ACSS2,-1.6848759413019,6.70674795906848,66.8646161259317,2.90808074997013e-16,2.66392313700388e-15
ACTA2,-1.88552850011752,9.44539582185162,50.9901229878567,9.28319116990289e-13,5.71150068666926e-12
ACTG2,-3.97113589020803,7.41882230332693,74.7657580948633,5.30010382472582e-18,5.91486206023336e-17
ACTL8,6.02178021175419,0.795876493185736,74.9927831952782,4.72437814101691e-18,5.32643350924394e-17
ACTN2,1.93164792075577,4.09098596704926,14.206558808373,0.000163798589422088,0.000349509413307468
ACVR1C,-4.72489280744801,5.35566532378048,70.8519751337292,3.85057984273381e-17,3.95276254517522e-16
ACVRL1,-1.5218908659221,5.68044768153782,61.0596302079367,5.5371999397665e-15,4.44830721105115e-14
ADAM12,1.33912175258628,6.44872193524316,20.0141553199063,7.68710050584932e-06,2.00238038650589e-05
ADAM19,1.38159201680723,4.05790618301337,38.236159684059,6.26800746530153e-10,2.71442174900829e-09
ADAM33,-3.18443578659443,5.27444191033318,109.250655224031,1.43008409541367e-25,3.55258743928469e-24
ADAM8,1.78494007863508,4.22598274600279,64.3255435321924,1.05469467976612e-15,9.11695774626143e-15
ADAMDEC1,1.7613647803733,2.09333202396017,14.4910833030543,0.000140824556014932,0.000303532143528262
ADAMTS14,3.21001637994585,2.49647177510777,99.9072791051568,1.59701232691728e-23,3.22112990892443e-22
ADAMTS18,-1.76009734558362,2.59238833294828,15.3913424357017,8.73877594473767e-05,0.000194291578437611
ADAMTS19,2.65979409797202,0.982295814781357,24.4617607375777,7.57993959162844e-07,2.24993211415776e-06
ADAMTS1,-2.97835699093162,7.33346646176812,112.384126850379,2.94376093637315e-26,7.76092060767332e-25
ADAMTS3,-1.85747397924452,2.12357252931833,54.7102360262393,1.39676896793789e-13,9.448604849266e-13
ADAMTS5,-3.33522705047059,6.10967465650195,211.022045560865,8.22028644917842e-48,1.14140840580118e-45
ADAMTS6,1.33496761503836,1.56066597268786,41.1860891061576,1.38404059867148e-10,6.49018113653591e-10
ADAMTS8,-1.78291903168372,2.24618073067452,20.5783015816489,5.724123945246e-06,1.5192539026507e-05
ADAMTS9,-1.66961065055416,4.99207918628625,56.2283025422071,6.45259833850505e-14,4.53711218993711e-13
ADAMTSL1,-1.16575353692319,3.66425320138217,19.9742603735947,7.84916831269214e-06,2.04257998052322e-05
ADAMTSL2,1.29425666710719,3.46586788397084,41.5057525039487,1.17524595475299e-10,5.55452145795293e-10
ADAMTSL3,-1.03839238718459,3.78548209829787,11.6365293313709,0.000646691514012227,0.00127150212570208
ADAMTSL4,-2.20316498325232,5.5786303617304,60.9052883968679,5.98877483282403e-15,4.77040632969697e-14
ADAP1,1.23313694944273,2.49129276653772,44.7074928171298,2.28780138405243e-11,1.18999952906292e-10
ADAR,1.1707052660741,9.04911277763786,107.163944688611,4.09825179335171e-25,9.75812985669719e-24
ADAT3,1.26211530414368,1.22488600622252,38.5301547378129,5.39142018903892e-10,2.35646864524892e-09
ADCY4,-2.18809433248277,5.06479278995685,85.158095436624,2.75437751394317e-20,3.95353577654236e-19
ADCY5,-1.46954304639754,5.31957016347685,13.8503093617374,0.000197964143785368,0.000417614748228497
ADCYAP1R1,-3.07854819291332,3.34468776229829,96.7234641719658,7.97188879547773e-23,1.50010249787656e-21
ADD3,-1.8022122465542,6.83605020733938,99.7824834122351,1.70087946297132e-23,3.42016783476444e-22
ADH1B,-6.83684779412485,9.35520914559461,73.1112813567207,1.22542083393302e-17,1.32109274372699e-16
ADH1C,-3.88551759775595,3.36305721680824,67.843043685346,1.77042087682313e-16,1.66930820487304e-15
ADHFE1,-1.5951210304805,3.78350044102165,33.2316117490825,8.18097125029353e-09,3.12435413325483e-08
ADIPOQ,-6.81567003731537,8.82235558410948,57.9928701763064,2.63069531899044e-14,1.94406173405058e-13
ADM2,1.97790721714686,3.88213591861777,62.0203687059926,3.39923012553334e-15,2.7798663723441e-14
ADM,-2.0733764777539,4.88431716906435,35.6535312546494,2.35720206544491e-09,9.59686803866785e-09
ADRA1A,-5.31822424859307,1.95322691508147,67.1687870086833,2.4922892827301e-16,2.32009794837634e-15
ADRA2A,-1.28662737958434,5.92080231910839,17.0724323820664,3.5980824935758e-05,8.48147000942788e-05
ADRA2B,-1.72984846554697,1.41654068977264,27.0566131836785,1.97583115222339e-07,6.32330618311471e-07
ADRB1,-2.1054943662347,1.84974179125269,7.82000021320206,0.00516711897626422,0.00882437421231245
ADRB2,-2.52804884933972,3.57276009179262,68.4347877406932,1.3114351248773e-16,1.25903498779159e-15
ADSS,1.01792032381505,6.40514920815518,85.5372500830107,2.2737765945136e-20,3.30687839671762e-19
AFAP1L1,-1.60549633710672,4.73484989319003,39.4935328804829,3.29147665350702e-10,1.4808277127016e-09
AFF2,-1.47238153845144,1.10978922510515,17.8512948188262,2.3885668694013e-05,5.79290045491312e-05
AFF3,1.16104855729122,7.04399504805621,14.4438456660727,0.000144400936002416,0.000310631563406372
AFP,-2.40435744853227,2.08425112124688,11.9650752359675,0.000542070202412907,0.00107703690917738
AGBL2,1.83185674314095,0.670887680328694,73.0118312532059,1.28874966420589e-17,1.38774667922774e-16
AGMAT,2.0173494637581,1.03762347784755,111.324625736446,5.02333235705277e-26,1.28915908797438e-24
AGPAT2,-2.10701629591086,7.65179728423547,45.2333002340755,1.74905629842665e-11,9.22503064076208e-11
AGR2,3.1196723464339,8.59499253038813,57.5827238958804,3.24059419672319e-14,2.36561583004846e-13
AGR3,3.47264582700149,6.31811614521437,71.413711105778,2.89652335005919e-17,3.01563058489588e-16
AGT,2.13115310159029,4.1334717235958,30.4085244077639,3.49986791828778e-08,1.23804659989633e-07
AHNAK,-1.55626326175854,11.8791718982606,62.7005521826028,2.40648186134964e-15,2.00024588740159e-14
AIF1L,-2.57352098669365,6.64476964257006,90.5959628263841,1.76219561629778e-21,2.8733154974764e-20
AIFM2,-1.93306154130593,5.65710254607734,50.2512748213304,1.35266805566349e-12,8.15868510391271e-12
AIFM3,1.18097628525854,1.41681860346373,41.1820907786862,1.38687467970527e-10,6.50115987917279e-10
AIM2,1.35256191524458,1.02237634662578,15.3016813286505,9.16349151182998e-05,0.000202845471610252
AK5,-2.62942616018851,5.76267401073688,33.9672477179173,5.6047632810251e-09,2.18154123458253e-08
AK7,1.26279286184564,1.26528654561095,35.5754822548474,2.45356305062835e-09,9.96457826380499e-09
AKAP12,-2.7293990077657,7.21968067355374,72.6385220407606,1.55709851935177e-17,1.6617869392208e-16
AKAP5,1.75821271925424,3.04522251372634,57.6104205890083,3.19528289809876e-14,2.33641777765082e-13
AKAP6,-1.78719349946169,3.27146933466519,59.4400993776822,1.2607377517752e-14,9.70957646179116e-14
AKR1B10,1.85737634200706,1.85723714884982,9.27566184738836,0.00232218763028042,0.00418641205836122
AKR1B15,-2.03318951292689,2.75259658095436,8.50015052059706,0.00355117102466497,0.00622504943340274
AKR1C1,-3.61974684753816,5.79630847621817,56.7101606402769,5.05019321546705e-14,3.59509437157182e-13
AKR1C2,-4.23074448122882,6.1108186180917,48.3007425909619,3.65613732741229e-12,2.0932338318531e-11
AKR1C3,-2.63640489339348,5.746635862719,67.1591716554215,2.50447454071448e-16,2.32815529715044e-15
AKR7A3,2.66714639860614,4.19863521769319,52.1624071838063,5.10949932572477e-13,3.24659949930807e-12
AKT3,-1.61866286430541,5.88972317294549,65.1644089406085,6.89027919112901e-16,6.07957677660085e-15
ALB,-4.7732900584285,6.61542690571805,25.474428310439,4.48285380706641e-07,1.36598116352536e-06
ALCAM,1.52382266732735,7.80461297664718,29.1285469232085,6.7731590687251e-08,2.30864964536312e-07
ALDH1A1,-2.59298640128626,6.31784392927788,87.6648712776352,7.75393613833842e-21,1.17972516263924e-19
ALDH1A2,-2.94242409886588,3.69416194843403,78.1581533825224,9.5112233081112e-19,1.14997751289913e-17
ALDH1A3,-2.80614256280435,5.55084829037212,84.482171188783,3.87695178201341e-20,5.47546798249881e-19
ALDH1L1,-5.39238326339906,5.34389195167039,79.769114233467,4.20819776233229e-19,5.29678785142416e-18
ALDH2,-2.25758841985598,8.1425651165794,54.4811714763198,1.56944360640845e-13,1.05463732104605e-12
ALDOA,1.1366819968252,10.9651413935713,68.0970478419912,1.55643514652133e-16,1.47598389775434e-15
ALDOC,-2.47924652938612,5.50098345665618,63.6543740041261,1.48279388444302e-15,1.26353579649147e-14
ALG1L,1.40844395225043,0.813883368039028,16.9002657992819,3.93960657429843e-05,9.22224495502583e-05
ALG1,1.19516055152232,4.44890404492394,168.628021574728,1.4751195164304e-38,9.68074703543953e-37
ALPK3,-2.13645422607517,4.97432489662831,32.3894944129418,1.26166717298204e-08,4.72265938672137e-08
ALPL,-2.35229358298169,5.74388524668065,66.6592388311319,3.22740092115238e-16,2.94416635898486e-15
ALS2CL,-1.24639743373716,4.57351408571322,48.2018650963106,3.84522430035183e-12,2.19672385214123e-11
ALX4,-3.6406266671808,3.86754344093713,50.0890370401823,1.46925565389769e-12,8.82959058340068e-12
AMACR,1.42297797623502,2.30491306002535,64.3313268294148,1.05160337355259e-15,9.09619678723427e-15
AMDHD1,1.12532296022924,0.625260125189603,13.7730381230975,0.000206275450040192,0.000433691339094704
AMH,3.07744499192291,1.19572882261786,80.3063702139712,3.20633732134003e-19,4.1062908355142e-18
AMMECR1,1.13471023307465,4.07183614032616,57.6279880311209,3.16687198624168e-14,2.31692780757149e-13
AMOTL1,-1.99659553751783,6.65388501318159,133.60621391249,6.66214593781663e-31,2.51806209357419e-29
AMOTL2,-1.65435016504904,7.32865258530109,98.2753122320691,3.64076736563758e-23,7.13601223181654e-22
AMPD1,-2.95063007768071,2.11775905583659,28.9215129987069,7.5371144740018e-08,2.54816751681533e-07
AMT,-1.13139645585258,3.42850609579986,29.1622674623931,6.65629519731612e-08,2.27233928436327e-07
AMY2B,-1.41119459668574,2.99715352284147,43.405844427756,4.44857476098147e-11,2.2168926963395e-10
AMZ1,3.00684621737582,1.43916071670409,98.7268748072884,2.89841881769346e-23,5.70642427226782e-22
ANGPT1,-3.24015896069191,4.24921550092478,78.2129051005078,9.25121538367697e-19,1.11956680849617e-17
ANGPT4,-3.44820937269281,1.92141390238314,56.7330964140629,4.99163249034827e-14,3.55916887460454e-13
ANGPTL1,-3.18872548319787,4.15715136291013,58.7593636209569,1.78183551556883e-14,1.34379068412323e-13
ANGPTL2,-1.77849247643645,7.50617346782601,49.0040492731737,2.55434640265405e-12,1.49686287860549e-11
ANGPTL4,-3.47643559536585,6.3815560741529,87.6027424464032,8.0013624628312e-21,1.21317209479548e-19
ANGPTL7,-6.03496172712855,2.45683868267181,67.3762351380987,2.24336848657142e-16,2.09874281605416e-15
ANK1,1.78247447496172,3.24615757140652,13.1211616207155,0.000291978942365984,0.00060179597324214
ANK2,-2.49312527950876,5.4894359793082,73.6189338752621,9.47514296562577e-18,1.03209422675119e-16
ANKDD1A,-1.46846010696337,3.01327780588656,48.2505874601094,3.75085820251454e-12,2.14560149823805e-11
ANKK1,-1.06373315731187,0.907118593219679,13.2312087592952,0.000275326200040849,0.000569787873350932
ANKRD22,2.35649450722665,2.16063384763682,68.561318559837,1.22993118450004e-16,1.1851002377458e-15
ANKRD29,-2.27356934367171,3.94653132053459,73.7811851821504,8.72745197068067e-18,9.5459219689261e-17
ANKRD30B,1.48557090213948,2.5135645555607,10.9577337952788,0.000932137470966964,0.00179448706648062
ANKRD35,-2.39589750366725,3.19212542792269,104.314272823753,1.72640898795099e-24,3.82098338256067e-23
ANKRD53,-3.21604368877778,2.06915272432527,82.5443439171404,1.03325873547842e-19,1.38654282601179e-18
ANKS1B,1.63696417526888,3.14340444513223,73.1927530164574,1.17586718500309e-17,1.27138229814556e-16
ANKS6,-1.21981782391721,3.78310281792236,33.5803770417152,6.83790896926496e-09,2.62893783776083e-08
ANLN,3.21008150871598,4.48455265910681,217.080238465821,3.9199180184058e-49,6.30580958302328e-47
ANO1,-1.08506916277762,7.90964645913644,15.7906089669188,7.07528187312373e-05,0.000159456762665941
ANO6,-1.33361988660229,7.6121047635003,69.5514996010519,7.44451365558973e-17,7.4169622077707e-16
ANO7,1.44865060770463,1.72468385051623,43.7740313800125,3.68563057018654e-11,1.85561652104315e-10
ANO9,1.38190824535376,3.84710059934297,36.4658770970322,1.55362421838386e-09,6.46086288294499e-09
ANTXR2,-1.71995318015081,6.32558367776638,59.8178459969757,1.04055534886055e-14,8.05987410852584e-14
ANXA1,-3.04346399969886,8.91733255079238,179.998518920493,4.85002187002388e-41,3.87737202954454e-39
ANXA3,-1.70124044014492,5.71692896347824,42.586028856673,6.76407987235116e-11,3.29364996663655e-10
ANXA8,-1.72553629546222,2.28832849262807,11.8985182721243,0.00056178615300746,0.00111352684362455
ANXA9,2.74548479549191,5.02203676274132,301.272885141521,1.7396204123385e-67,1.76517945070439e-64
AOC2,-2.42595929905589,1.81875291308142,40.5210720621093,1.94507007675164e-10,8.96485652775362e-10
AOC3,-4.09259528010224,8.35512229860775,103.329265351819,2.83829569499387e-24,6.14381619792257e-23
AOX1,-2.27210999801658,5.45585323364013,25.5507781984139,4.30892230970282e-07,1.31632686862644e-06
AP1M2,1.80140028748218,6.2954434164082,36.2011112484595,1.77969044789872e-09,7.34999896625923e-09
AP1S1,1.22476771143631,5.39235867259051,125.280131431025,4.41940787925097e-29,1.46473390289446e-27
AP1S3,1.62841644219259,1.79330337376578,90.9996819879923,1.4369520703028e-21,2.38126064816133e-20
AP3B2,1.23772255905086,2.77554413805339,10.9110894968041,0.000955902890818119,0.00183621887764407
APBA1,-1.568818770808,3.98214321744325,58.9841041622297,1.58950866519445e-14,1.20501200014827e-13
APBB1IP,-1.3552468535508,4.88924557219434,28.2840123068382,1.04757641979242e-07,3.47462422767959e-07
APCDD1L,-3.30527537271412,4.3786658535826,58.1378723714036,2.44376086821513e-14,1.81404893712019e-13
APCDD1,-2.56362282109321,6.20068704642138,116.541802173137,3.61675120592367e-27,1.03714272081172e-25
APLP1,2.56174261801769,4.16513816268248,59.3125259109231,1.34517566840206e-14,1.03104080429353e-13
APOBEC3B,2.50322218629322,2.66320265071936,73.1323032129287,1.21243815491019e-17,1.30985026219659e-16
APOBEC3C,-1.18532614019811,5.44774652242563,41.7109703677338,1.05813594253445e-10,5.02262368404893e-10
APOB,-5.28168427749659,3.03482217146898,53.9159996897972,2.09246810223356e-13,1.39121707341547e-12
APOC1,1.17884479735916,5.34043590675752,19.0195801877954,1.2938395937953e-05,3.27519441215771e-05
APOD,-2.63965643931092,9.75853743029574,46.162425608851,1.08844516602499e-11,5.85549762848108e-11
APOLD1,-1.77561913240897,6.51806445721276,33.542731962097,6.97153931736243e-09,2.6764137117383e-08
APOO,1.32293276372745,3.81250675158312,136.819986459882,1.32027539727225e-31,5.19873216878156e-30
AQP1,-2.88736277616151,8.65771064562299,137.100699506759,1.14622447342797e-31,4.52690030808034e-30
AQP4,-1.51030107612542,1.59197377658565,10.0284437958184,0.00154141211381753,0.00286659624888862
AQP5,-2.90111730523377,4.95321096512777,19.30664074618,1.11318513467178e-05,2.84353700841507e-05
AQP7P1,-5.79001235303352,1.02730060617235,52.9819640609508,3.36625198707543e-13,2.19063788660641e-12
AQP7,-5.93323904565496,6.31150137604166,81.5539560924933,1.70541428947319e-19,2.25186385309719e-18
ARAP3,-1.50819333059015,5.15804592339546,88.8545012293602,4.24945559529195e-21,6.63367677603505e-20
ARC,-1.97458182742056,3.25710663931791,15.2630115400164,9.3530203137951e-05,0.000206798006971625
ARFGEF1,1.11693352663032,6.96315698730208,83.962249775984,5.04313167353264e-20,7.03213001115952e-19
ARHGAP10,-1.45191615281712,4.69702264948726,48.9918617920232,2.57026720267517e-12,1.50552374202878e-11
ARHGAP11A,2.16671292498552,3.71371369865932,176.287146875099,3.13424261848508e-40,2.25922373663588e-38
ARHGAP20,-2.73590530386794,3.74905875542614,97.90704490128,4.38490891091902e-23,8.46871646324052e-22
ARHGAP21,-1.0796714503665,6.7420618998077,64.5953942674922,9.19700885840307e-16,8.01306102055448e-15
ARHGAP23,-1.4411006198344,6.09096152272693,77.4860370513886,1.33664057621759e-18,1.5941795516172e-17
ARHGAP24,-1.18950472121033,4.08598099423242,39.2587186011493,3.71207113671998e-10,1.65649290813509e-09
ARHGAP31,-1.36031292833987,5.98083264207275,59.0133205294574,1.56608194965843e-14,1.18998773029633e-13
ARHGAP32,1.38424500446282,6.62335312745711,70.5142368551481,4.56956827010479e-17,4.65101659343768e-16
ARHGAP39,1.66887177077863,4.88262876964049,92.2062211799719,7.80988683774239e-22,1.32758011954459e-20
ARHGAP42,-1.06083220468701,3.72586994655971,29.1779881739618,6.60250519980944e-08,2.25514360669825e-07
ARHGAP6,-1.41669415129323,3.0247128936457,49.4901762715525,1.99367550443903e-12,1.18234252268849e-11
ARHGDIB,1.16799633381666,7.92665113300334,42.3494157175452,7.63391372481065e-11,3.68995807782987e-10
ARHGEF10,-1.04434252856156,5.59499763881892,60.0946110573844,9.04055274417109e-15,7.05644563599768e-14
ARHGEF15,-2.13579777043506,5.54386307266328,75.1267478413929,4.41445138670355e-18,4.98980533350527e-17
ARHGEF4,-2.34566070597348,3.7933930322161,97.7309139702568,4.79281095399094e-23,9.22948456848094e-22
ARHGEF6,-1.16517653497394,6.84707903491673,31.0582702199822,2.50397153583305e-08,9.02209465424032e-08
ARID5A,-1.80596005514701,6.90232090256743,62.2544503638199,3.01826092829461e-15,2.47907097790375e-14
ARID5B,-1.62025127257977,7.34006663180811,94.7618920404753,2.14719672398006e-22,3.83789593306518e-21
ARL10,-1.06942923516767,3.93334932855284,39.1500151897305,3.9246020941967e-10,1.74307832405888e-09
ARL11,1.63088901941134,1.93015596478704,57.5474793276675,3.29918446034137e-14,2.40306693629834e-13
ARL4A,-1.79122752425643,5.39817974479235,64.8535273511519,8.06775299655392e-16,7.09005528164841e-15
ARL6IP1,1.27807473377632,8.0436925769774,139.111276310695,4.16448543421388e-32,1.70601637772408e-30
ARMC3,4.49497385148917,0.712182070481148,122.72946462366,1.59820220054553e-28,5.0556079682005e-27
ARMC9,1.17597771248221,4.26686114874861,85.9186207122493,1.87494930648311e-20,2.74805070020208e-19
ARNT2,2.07132342964385,5.59393455098682,49.0270681179393,2.52454506385846e-12,1.48071471486692e-11
ARRDC3,-1.33397766349039,7.51893326578184,48.550714174249,3.21857090034918e-12,1.85803801954074e-11
ARRDC4,-1.16049531789129,5.28603833164637,55.625524463586,8.7677789436429e-14,6.0552760233295e-13
ARSG,1.22894924893455,4.58223109090937,67.5959839514238,2.00675909994273e-16,1.88541020565132e-15
ARSI,1.75323831529162,2.2829852432048,49.7337523135432,1.76090402305895e-12,1.0510445686955e-11
ARTN,3.99798769829925,2.11544511575371,248.877348445694,4.56236474361889e-56,1.54313213674556e-53
ARV1,1.21360383838053,4.72339581059208,124.549260605085,6.38736331045701e-29,2.09071239276026e-27
ASB13,1.20923709990482,6.00396611600845,67.1661030772269,2.49568457162225e-16,2.32162025276933e-15
ASB16,1.80677303778268,1.9613147355984,72.2889342535371,1.85886822889882e-17,1.96950448252244e-16
ASB1,-1.12305760157682,5.07424852887074,104.617720916672,1.48126086119077e-24,3.30055946283233e-23
ASB2,-1.22112498091649,2.37372759526247,23.2755587932572,1.40372539194964e-06,4.0482163631849e-06
ASB3,1.00674919582196,1.967104450953,30.4610427932943,3.40638755878279e-08,1.20659662427239e-07
ASCL1,5.32112141118469,1.37286644554567,10.4418502356397,0.00123191803559263,0.00233312717982806
ASF1B,2.95939943967182,4.01453210038292,248.651370481423,5.11041531509542e-56,1.68528721053559e-53
ASPA,-3.71387230171081,3.14101615035116,87.7289508366551,7.5067556632548e-21,1.14343665073896e-19
ASPHD1,1.95400661498453,2.59725189860516,27.9054641213209,1.27389515814771e-07,4.18112740261916e-07
ASPHD2,1.29777081213183,1.79739378395601,85.6389269235277,2.15981564792629e-20,3.14808046539179e-19
ASPM,3.43733879100547,4.19366881992413,181.474961834095,2.30878455583968e-41,1.90344856725507e-39
ASPN,1.87563792292612,6.51578017200723,28.2328910158579,1.07561174442275e-07,3.55866428910973e-07
ASS1,-1.45387312498455,7.57050473629576,26.0511967197232,3.32482702815803e-07,1.03292023854057e-06
ASTN1,-2.22827653255902,1.87058610132051,23.2372493988609,1.43196686420158e-06,4.12425216281288e-06
ASTN2,1.05005297559138,4.39052455289604,14.3922653513322,0.00014841065199415,0.000318737367381118
ASXL3,-2.49949434954127,0.850983668658895,66.2264534933041,4.01981254651998e-16,3.62194995226401e-15
ATAD2,1.81481799254613,5.75776800681767,102.615539988375,4.0692870654027e-24,8.68575496435713e-23
ATAD5,1.22331240882723,2.82551502027944,84.2362775676297,4.3904019646937e-20,6.17417828531712e-19
ATF3,-2.52473575396394,6.97372163308179,56.0115951006644,7.20448678592274e-14,5.02827434884163e-13
ATG9B,1.17093762637731,1.73217381534169,22.1287996500042,2.54955999852836e-06,7.06984358641741e-06
ATOH8,-3.99405323731905,4.06525514620856,123.290208587318,1.20473997905885e-28,3.8482896463196e-27
ATP13A4,-2.01866537567426,3.45402761655261,12.4904948087294,0.000409027841210138,0.00082588186949379
ATP13A5,-4.06365226106656,3.45182846325655,35.3586906448356,2.74242138528885e-09,1.10831128962455e-08
ATP1A2,-4.18022248512189,5.73839704990407,59.9387793243241,9.78542836215018e-15,7.60633974809211e-14
ATP1A3,4.91830126474841,2.22996460744331,151.537345251928,7.99730552502166e-35,3.99592640835457e-33
ATP1A4,1.21920528181725,1.73119799293823,10.8679262726441,0.000978440270107149,0.00187759755644216
ATP1B2,-1.51165049660839,2.38946785423808,41.8512339639534,9.84885974063129e-11,4.69690198259824e-10
ATP2A1,1.34417594536784,3.97056380929338,30.9691255653036,2.62165841542043e-08,9.42810691325269e-08
ATP2A3,1.3186746375248,6.82090356771091,30.6728739376741,3.05404913815975e-08,1.08910414115883e-07
ATP2C2,1.80980876612938,4.04690436200626,33.0150191489901,9.14496855078502e-09,3.47440323022481e-08
ATP6AP1,1.36666943193874,7.91430218301321,173.579976089697,1.22267328502901e-39,8.62475042931424e-38
ATP6V0B,1.20609684635246,6.71097950491235,98.8422440615336,2.73438910017817e-23,5.39959979348058e-22
ATP6V0E2,1.06311926105142,6.09968670916808,44.4997891360046,2.54384604262155e-11,1.31540075061626e-10
ATP6V1G2,1.46415116797978,1.08645086440839,41.1085928151261,1.44001855915096e-10,6.73591660062422e-10
ATP7B,1.35917398437823,4.40579258600947,47.8274197293179,4.65436843739507e-12,2.63388134095574e-11
ATP8A2,1.43893632980652,3.3869036905995,15.7842688459161,7.09903130241274e-05,0.000159964676990308
ATP8B1,1.22864096644163,6.29648083401573,65.1197518268885,7.04820611785522e-16,6.21061368741671e-15
ATP8B3,1.43132280944796,1.77753460208186,42.4445794660134,7.2713653417297e-11,3.52504888727513e-10
ATP8B4,-1.37098152575472,3.07448508042227,29.2334238296663,6.41627855231361e-08,2.19551570385393e-07
AURKA,3.01564069579013,3.94732404937718,297.10409762398,1.40831890163016e-66,1.23847564209356e-63
AURKB,2.9452310547283,2.9606312094628,161.806072853856,4.56096331177334e-37,2.69792228904046e-35
